voltage,cap,freq
-2.8644,1.751530e-12,1000000.0
-2.8632,1.768169e-12,1000000.0
-2.8620,1.755012e-12,1000000.0
-2.8608,1.746813e-12,1000000.0
-2.8596,1.714081e-12,1000000.0
-2.8584,1.727978e-12,1000000.0
-2.8572,1.725082e-12,1000000.0
-2.8560,1.726648e-12,1000000.0
-2.8548,1.730894e-12,1000000.0
-2.8536,1.730293e-12,1000000.0
-2.8524,1.706866e-12,1000000.0
-2.8512,1.714982e-12,1000000.0
-2.8500,1.708530e-12,1000000.0
-2.8488,1.708636e-12,1000000.0
-2.8476,1.699269e-12,1000000.0
-2.8464,1.697447e-12,1000000.0
-2.8452,1.702319e-12,1000000.0
-2.8440,1.685067e-12,1000000.0
-2.8428,1.675132e-12,1000000.0
-2.8416,1.673941e-12,1000000.0
-2.8404,1.674726e-12,1000000.0
-2.8392,1.657458e-12,1000000.0
-2.8380,1.662197e-12,1000000.0
-2.8368,1.653319e-12,1000000.0
-2.8356,1.649701e-12,1000000.0
-2.8344,1.648797e-12,1000000.0
-2.8332,1.642474e-12,1000000.0
-2.8320,1.639415e-12,1000000.0
-2.8308,1.649095e-12,1000000.0
-2.8296,1.625986e-12,1000000.0
-2.8284,1.606438e-12,1000000.0
-2.8272,1.613336e-12,1000000.0
-2.8260,1.614207e-12,1000000.0
-2.8248,1.620583e-12,1000000.0
-2.8236,1.599390e-12,1000000.0
-2.8224,1.585385e-12,1000000.0
-2.8212,1.588761e-12,1000000.0
-2.8200,1.594478e-12,1000000.0
-2.8188,1.584788e-12,1000000.0
-2.8176,1.559944e-12,1000000.0
-2.8164,1.583972e-12,1000000.0
-2.8152,1.565026e-12,1000000.0
-2.8140,1.555772e-12,1000000.0
-2.8128,1.549589e-12,1000000.0
-2.8116,1.549813e-12,1000000.0
-2.8104,1.570627e-12,1000000.0
-2.8092,1.551546e-12,1000000.0
-2.8080,1.547730e-12,1000000.0
-2.8068,1.505600e-12,1000000.0
-2.8056,1.536030e-12,1000000.0
-2.8044,1.521377e-12,1000000.0
-2.8032,1.500031e-12,1000000.0
-2.8020,1.506498e-12,1000000.0
-2.8008,1.510013e-12,1000000.0
-2.7996,1.495486e-12,1000000.0
-2.7984,1.485161e-12,1000000.0
-2.7972,1.489681e-12,1000000.0
-2.7960,1.473333e-12,1000000.0
-2.7948,1.469695e-12,1000000.0
-2.7936,1.487968e-12,1000000.0
-2.7924,1.470786e-12,1000000.0
-2.7912,1.461636e-12,1000000.0
-2.7900,1.442586e-12,1000000.0
-2.7888,1.457296e-12,1000000.0
-2.7876,1.441442e-12,1000000.0
-2.7864,1.421133e-12,1000000.0
-2.7852,1.443059e-12,1000000.0
-2.7840,1.427378e-12,1000000.0
-2.7828,1.427984e-12,1000000.0
-2.7816,1.408946e-12,1000000.0
-2.7804,1.402828e-12,1000000.0
-2.7792,1.387617e-12,1000000.0
-2.7780,1.385512e-12,1000000.0
-2.7768,1.403111e-12,1000000.0
-2.7756,1.400770e-12,1000000.0
-2.7744,1.370637e-12,1000000.0
-2.7732,1.368692e-12,1000000.0
-2.7720,1.370744e-12,1000000.0
-2.7708,1.351790e-12,1000000.0
-2.7696,1.367570e-12,1000000.0
-2.7684,1.374028e-12,1000000.0
-2.7672,1.345464e-12,1000000.0
-2.7660,1.339593e-12,1000000.0
-2.7648,1.351674e-12,1000000.0
-2.7636,1.334436e-12,1000000.0
-2.7624,1.332731e-12,1000000.0
-2.7612,1.311545e-12,1000000.0
-2.7600,1.305317e-12,1000000.0
-2.7588,1.311174e-12,1000000.0
-2.7576,1.311146e-12,1000000.0
-2.7564,1.286116e-12,1000000.0
-2.7552,1.281965e-12,1000000.0
-2.7540,1.274067e-12,1000000.0
-2.7528,1.277646e-12,1000000.0
-2.7516,1.261411e-12,1000000.0
-2.7504,1.268622e-12,1000000.0
-2.7492,1.252033e-12,1000000.0
-2.7480,1.247237e-12,1000000.0
-2.7468,1.241341e-12,1000000.0
-2.7456,1.242921e-12,1000000.0
-2.7444,1.228707e-12,1000000.0
-2.7432,1.232323e-12,1000000.0
-2.7420,1.221955e-12,1000000.0
-2.7408,1.216548e-12,1000000.0
-2.7396,1.198555e-12,1000000.0
-2.7384,1.182701e-12,1000000.0
-2.7372,1.183588e-12,1000000.0
-2.7360,1.171933e-12,1000000.0
-2.7348,1.188108e-12,1000000.0
-2.7336,1.179815e-12,1000000.0
-2.7324,1.172140e-12,1000000.0
-2.7312,1.156642e-12,1000000.0
-2.7300,1.169701e-12,1000000.0
-2.7288,1.145061e-12,1000000.0
-2.7276,1.144819e-12,1000000.0
-2.7264,1.132483e-12,1000000.0
-2.7252,1.134294e-12,1000000.0
-2.7240,1.128902e-12,1000000.0
-2.7228,1.141934e-12,1000000.0
-2.7216,1.098835e-12,1000000.0
-2.7204,1.102492e-12,1000000.0
-2.7192,1.112482e-12,1000000.0
-2.7180,1.079887e-12,1000000.0
-2.7168,1.086745e-12,1000000.0
-2.7156,1.067513e-12,1000000.0
-2.7144,1.072820e-12,1000000.0
-2.7132,1.067690e-12,1000000.0
-2.7120,1.057531e-12,1000000.0
-2.7108,1.054985e-12,1000000.0
-2.7096,1.049715e-12,1000000.0
-2.7084,1.038091e-12,1000000.0
-2.7072,1.062090e-12,1000000.0
-2.7060,1.038567e-12,1000000.0
-2.7048,1.022184e-12,1000000.0
-2.7036,1.009612e-12,1000000.0
-2.7024,1.010968e-12,1000000.0
-2.7012,1.004168e-12,1000000.0
-2.7000,9.991390e-13,1000000.0
-2.6988,9.978906e-13,1000000.0
-2.6976,9.992787e-13,1000000.0
-2.6964,9.797357e-13,1000000.0
-2.6952,9.828462e-13,1000000.0
-2.6940,9.818296e-13,1000000.0
-2.6928,9.489545e-13,1000000.0
-2.6916,9.510000e-13,1000000.0
-2.6904,9.320869e-13,1000000.0
-2.6892,9.372202e-13,1000000.0
-2.6880,9.399928e-13,1000000.0
-2.6868,9.452770e-13,1000000.0
-2.6856,9.277390e-13,1000000.0
-2.6844,9.231295e-13,1000000.0
-2.6832,9.035216e-13,1000000.0
-2.6820,9.153241e-13,1000000.0
-2.6808,8.985169e-13,1000000.0
-2.6796,8.942487e-13,1000000.0
-2.6784,8.796441e-13,1000000.0
-2.6772,8.938901e-13,1000000.0
-2.6760,8.689144e-13,1000000.0
-2.6748,8.796795e-13,1000000.0
-2.6736,8.743520e-13,1000000.0
-2.6724,8.452005e-13,1000000.0
-2.6712,8.695425e-13,1000000.0
-2.6700,8.479477e-13,1000000.0
-2.6688,8.320967e-13,1000000.0
-2.6676,8.294197e-13,1000000.0
-2.6664,8.204695e-13,1000000.0
-2.6652,8.254657e-13,1000000.0
-2.6640,8.200372e-13,1000000.0
-2.6628,8.054200e-13,1000000.0
-2.6616,8.079158e-13,1000000.0
-2.6604,8.094791e-13,1000000.0
-2.6592,7.711666e-13,1000000.0
-2.6580,7.938690e-13,1000000.0
-2.6568,7.733233e-13,1000000.0
-2.6556,7.706691e-13,1000000.0
-2.6544,7.769023e-13,1000000.0
-2.6532,7.401369e-13,1000000.0
-2.6520,7.444779e-13,1000000.0
-2.6508,7.551876e-13,1000000.0
-2.6496,7.466529e-13,1000000.0
-2.6484,7.300799e-13,1000000.0
-2.6472,7.245929e-13,1000000.0
-2.6460,7.405026e-13,1000000.0
-2.6448,7.213782e-13,1000000.0
-2.6436,7.163650e-13,1000000.0
-2.6424,6.840506e-13,1000000.0
-2.6412,6.973963e-13,1000000.0
-2.6400,6.899713e-13,1000000.0
-2.6388,6.855180e-13,1000000.0
-2.6376,6.863350e-13,1000000.0
-2.6364,6.769261e-13,1000000.0
-2.6352,6.712695e-13,1000000.0
-2.6340,6.610480e-13,1000000.0
-2.6328,6.645516e-13,1000000.0
-2.6316,6.501269e-13,1000000.0
-2.6304,6.369560e-13,1000000.0
-2.6292,6.360111e-13,1000000.0
-2.6280,6.260508e-13,1000000.0
-2.6268,6.159750e-13,1000000.0
-2.6256,6.096033e-13,1000000.0
-2.6244,5.990509e-13,1000000.0
-2.6232,5.905670e-13,1000000.0
-2.6220,6.035074e-13,1000000.0
-2.6208,6.126717e-13,1000000.0
-2.6196,5.949781e-13,1000000.0
-2.6184,5.991789e-13,1000000.0
-2.6172,5.842875e-13,1000000.0
-2.6160,5.903953e-13,1000000.0
-2.6148,5.703417e-13,1000000.0
-2.6136,5.598165e-13,1000000.0
-2.6124,5.518545e-13,1000000.0
-2.6112,5.504894e-13,1000000.0
-2.6100,5.447145e-13,1000000.0
-2.6088,5.365849e-13,1000000.0
-2.6076,5.240385e-13,1000000.0
-2.6064,5.256337e-13,1000000.0
-2.6052,5.284766e-13,1000000.0
-2.6040,5.284840e-13,1000000.0
-2.6028,5.184622e-13,1000000.0
-2.6016,5.021585e-13,1000000.0
-2.6004,5.074091e-13,1000000.0
-2.5992,4.862922e-13,1000000.0
-2.5980,4.944599e-13,1000000.0
-2.5968,4.981686e-13,1000000.0
-2.5956,4.885297e-13,1000000.0
-2.5944,4.560024e-13,1000000.0
-2.5932,4.597873e-13,1000000.0
-2.5920,4.782208e-13,1000000.0
-2.5908,4.600748e-13,1000000.0
-2.5896,4.424578e-13,1000000.0
-2.5884,4.591768e-13,1000000.0
-2.5872,4.313802e-13,1000000.0
-2.5860,4.344910e-13,1000000.0
-2.5848,4.404283e-13,1000000.0
-2.5836,4.339607e-13,1000000.0
-2.5824,4.282197e-13,1000000.0
-2.5812,4.161900e-13,1000000.0
-2.5800,4.135833e-13,1000000.0
-2.5788,3.981791e-13,1000000.0
-2.5776,3.946975e-13,1000000.0
-2.5764,4.009296e-13,1000000.0
-2.5752,4.008404e-13,1000000.0
-2.5740,3.793980e-13,1000000.0
-2.5728,3.764569e-13,1000000.0
-2.5716,3.947343e-13,1000000.0
-2.5704,3.688553e-13,1000000.0
-2.5692,3.661169e-13,1000000.0
-2.5680,3.559998e-13,1000000.0
-2.5668,3.712906e-13,1000000.0
-2.5656,3.522718e-13,1000000.0
-2.5644,3.583635e-13,1000000.0
-2.5632,3.661686e-13,1000000.0
-2.5620,3.415709e-13,1000000.0
-2.5608,3.386600e-13,1000000.0
-2.5596,3.420485e-13,1000000.0
-2.5584,3.354813e-13,1000000.0
-2.5572,3.146027e-13,1000000.0
-2.5560,2.954219e-13,1000000.0
-2.5548,3.146570e-13,1000000.0
-2.5536,2.957991e-13,1000000.0
-2.5524,3.054649e-13,1000000.0
-2.5512,2.989672e-13,1000000.0
-2.5500,2.959454e-13,1000000.0
-2.5488,3.021844e-13,1000000.0
-2.5476,3.031508e-13,1000000.0
-2.5464,2.783135e-13,1000000.0
-2.5452,2.777713e-13,1000000.0
-2.5440,2.762569e-13,1000000.0
-2.5428,2.649395e-13,1000000.0
-2.5416,2.499769e-13,1000000.0
-2.5404,2.644020e-13,1000000.0
-2.5392,2.505353e-13,1000000.0
-2.5380,2.446543e-13,1000000.0
-2.5368,2.478234e-13,1000000.0
-2.5356,2.254605e-13,1000000.0
-2.5344,2.440571e-13,1000000.0
-2.5332,2.267156e-13,1000000.0
-2.5320,2.229036e-13,1000000.0
-2.5308,2.293346e-13,1000000.0
-2.5296,2.162846e-13,1000000.0
-2.5284,2.109950e-13,1000000.0
-2.5272,2.213440e-13,1000000.0
-2.5260,2.095331e-13,1000000.0
-2.5248,2.001548e-13,1000000.0
-2.5236,2.062350e-13,1000000.0
-2.5224,1.914046e-13,1000000.0
-2.5212,2.023082e-13,1000000.0
-2.5200,2.100712e-13,1000000.0
-2.5188,1.917353e-13,1000000.0
-2.5176,1.655397e-13,1000000.0
-2.5164,1.613165e-13,1000000.0
-2.5152,1.775574e-13,1000000.0
-2.5140,1.619412e-13,1000000.0
-2.5128,1.636309e-13,1000000.0
-2.5116,1.508594e-13,1000000.0
-2.5104,1.569770e-13,1000000.0
-2.5092,1.527130e-13,1000000.0
-2.5080,1.603395e-13,1000000.0
-2.5068,1.423129e-13,1000000.0
-2.5056,1.667127e-13,1000000.0
-2.5044,1.516600e-13,1000000.0
-2.5032,1.516846e-13,1000000.0
-2.5020,1.499571e-13,1000000.0
-2.5008,1.248536e-13,1000000.0
-2.4996,1.262221e-13,1000000.0
-2.4984,1.342381e-13,1000000.0
-2.4972,1.316314e-13,1000000.0
-2.4960,1.204067e-13,1000000.0
-2.4948,1.126385e-13,1000000.0
-2.4936,1.348491e-13,1000000.0
-2.4924,1.239957e-13,1000000.0
-2.4912,9.743770e-14,1000000.0
-2.4900,9.463714e-14,1000000.0
-2.4888,1.138218e-13,1000000.0
-2.4876,1.171175e-13,1000000.0
-2.4864,8.474160e-14,1000000.0
-2.4852,9.835196e-14,1000000.0
-2.4840,1.101933e-13,1000000.0
-2.4828,9.090556e-14,1000000.0
-2.4816,9.424439e-14,1000000.0
-2.4804,8.668953e-14,1000000.0
-2.4792,8.364789e-14,1000000.0
-2.4780,8.315098e-14,1000000.0
-2.4768,7.363765e-14,1000000.0
-2.4756,7.720856e-14,1000000.0
-2.4744,7.043878e-14,1000000.0
-2.4732,7.987681e-14,1000000.0
-2.4720,8.826517e-14,1000000.0
-2.4708,7.089669e-14,1000000.0
-2.4696,6.525475e-14,1000000.0
-2.4684,6.485078e-14,1000000.0
-2.4672,4.879004e-14,1000000.0
-2.4660,5.101995e-14,1000000.0
-2.4648,4.880636e-14,1000000.0
-2.4636,6.973124e-14,1000000.0
-2.4624,6.348030e-14,1000000.0
-2.4612,5.342917e-14,1000000.0
-2.4600,5.418610e-14,1000000.0
-2.4588,4.589062e-14,1000000.0
-2.4576,4.124236e-14,1000000.0
-2.4564,3.812513e-14,1000000.0
-2.4552,4.661734e-14,1000000.0
-2.4540,5.428682e-14,1000000.0
-2.4528,4.458190e-14,1000000.0
-2.4516,5.852648e-14,1000000.0
-2.4504,4.327767e-14,1000000.0
-2.4492,2.932739e-14,1000000.0
-2.4480,3.958564e-14,1000000.0
-2.4468,3.307234e-14,1000000.0
-2.4456,3.145848e-14,1000000.0
-2.4444,1.956154e-14,1000000.0
-2.4432,1.343209e-14,1000000.0
-2.4420,4.107770e-14,1000000.0
-2.4408,1.800131e-14,1000000.0
-2.4396,1.872184e-14,1000000.0
-2.4384,-1.423264e-15,1000000.0
-2.4372,2.700049e-14,1000000.0
-2.4360,1.621274e-14,1000000.0
-2.4348,1.282922e-14,1000000.0
-2.4336,-2.712589e-15,1000000.0
-2.4324,2.597006e-14,1000000.0
-2.4312,2.172421e-14,1000000.0
-2.4300,1.150455e-14,1000000.0
-2.4288,1.597088e-14,1000000.0
-2.4276,1.193129e-14,1000000.0
-2.4264,1.591773e-14,1000000.0
-2.4252,6.749705e-15,1000000.0
-2.4240,-6.354272e-15,1000000.0
-2.4228,7.327305e-15,1000000.0
-2.4216,1.713264e-16,1000000.0
-2.4204,1.116205e-14,1000000.0
-2.4192,1.208835e-14,1000000.0
-2.4180,-3.712279e-15,1000000.0
-2.4168,2.391778e-14,1000000.0
-2.4156,1.864165e-14,1000000.0
-2.4144,1.905332e-14,1000000.0
-2.4132,-4.551201e-16,1000000.0
-2.4120,1.049791e-14,1000000.0
-2.4108,-1.975520e-14,1000000.0
-2.4096,-8.569730e-15,1000000.0
-2.4084,-1.161977e-15,1000000.0
-2.4072,-2.989977e-15,1000000.0
-2.4060,-7.802204e-15,1000000.0
-2.4048,2.360404e-14,1000000.0
-2.4036,-9.117759e-15,1000000.0
-2.4024,-4.517749e-15,1000000.0
-2.4012,1.054773e-14,1000000.0
-2.4000,-9.499544e-15,1000000.0
-2.3988,-8.638746e-15,1000000.0
-2.3976,1.304987e-14,1000000.0
-2.3964,1.003439e-14,1000000.0
-2.3952,-1.169737e-14,1000000.0
-2.3940,-4.830596e-15,1000000.0
-2.3928,-1.625503e-14,1000000.0
-2.3916,-8.996344e-15,1000000.0
-2.3904,-5.492859e-15,1000000.0
-2.3892,1.436588e-14,1000000.0
-2.3880,-3.341336e-15,1000000.0
-2.3868,1.072115e-14,1000000.0
-2.3856,1.425587e-15,1000000.0
-2.3844,-3.632636e-15,1000000.0
-2.3832,2.864113e-15,1000000.0
-2.3820,1.130332e-14,1000000.0
-2.3808,1.141367e-14,1000000.0
-2.3796,2.072213e-14,1000000.0
-2.3784,2.041741e-14,1000000.0
-2.3772,2.353737e-14,1000000.0
-2.3760,1.420994e-15,1000000.0
-2.3748,9.990732e-16,1000000.0
-2.3736,9.794997e-15,1000000.0
-2.3724,3.723355e-15,1000000.0
-2.3712,1.084765e-14,1000000.0
-2.3700,1.715746e-14,1000000.0
-2.3688,-6.679991e-15,1000000.0
-2.3676,1.429128e-14,1000000.0
-2.3664,1.167374e-14,1000000.0
-2.3652,1.326548e-14,1000000.0
-2.3640,1.353485e-14,1000000.0
-2.3628,2.281902e-14,1000000.0
-2.3616,1.923181e-14,1000000.0
-2.3604,2.182090e-14,1000000.0
-2.3592,7.392861e-15,1000000.0
-2.3580,2.164114e-14,1000000.0
-2.3568,1.827501e-14,1000000.0
-2.3556,4.484529e-14,1000000.0
-2.3544,2.763447e-14,1000000.0
-2.3532,2.939791e-14,1000000.0
-2.3520,2.780932e-14,1000000.0
-2.3508,4.384797e-14,1000000.0
-2.3496,2.052741e-14,1000000.0
-2.3484,2.343576e-14,1000000.0
-2.3472,3.709071e-14,1000000.0
-2.3460,4.240136e-14,1000000.0
-2.3448,3.830198e-14,1000000.0
-2.3436,1.882449e-14,1000000.0
-2.3424,4.390139e-14,1000000.0
-2.3412,4.296035e-14,1000000.0
-2.3400,7.000923e-14,1000000.0
-2.3388,5.115327e-14,1000000.0
-2.3376,5.308380e-14,1000000.0
-2.3364,6.121532e-14,1000000.0
-2.3352,5.862304e-14,1000000.0
-2.3340,5.338751e-14,1000000.0
-2.3328,7.613552e-14,1000000.0
-2.3316,7.618336e-14,1000000.0
-2.3304,7.737941e-14,1000000.0
-2.3292,7.117616e-14,1000000.0
-2.3280,7.300294e-14,1000000.0
-2.3268,6.396489e-14,1000000.0
-2.3256,6.217601e-14,1000000.0
-2.3244,7.263428e-14,1000000.0
-2.3232,8.526303e-14,1000000.0
-2.3220,8.506823e-14,1000000.0
-2.3208,9.190660e-14,1000000.0
-2.3196,8.404543e-14,1000000.0
-2.3184,1.039847e-13,1000000.0
-2.3172,9.411484e-14,1000000.0
-2.3160,9.046884e-14,1000000.0
-2.3148,8.356586e-14,1000000.0
-2.3136,9.649183e-14,1000000.0
-2.3124,8.999795e-14,1000000.0
-2.3112,1.028334e-13,1000000.0
-2.3100,1.061273e-13,1000000.0
-2.3088,1.334502e-13,1000000.0
-2.3076,1.028736e-13,1000000.0
-2.3064,1.203959e-13,1000000.0
-2.3052,1.254247e-13,1000000.0
-2.3040,1.165089e-13,1000000.0
-2.3028,1.235106e-13,1000000.0
-2.3016,1.364454e-13,1000000.0
-2.3004,1.309656e-13,1000000.0
-2.2992,1.619909e-13,1000000.0
-2.2980,1.426505e-13,1000000.0
-2.2968,1.313288e-13,1000000.0
-2.2956,1.288644e-13,1000000.0
-2.2944,1.603639e-13,1000000.0
-2.2932,1.439398e-13,1000000.0
-2.2920,1.645166e-13,1000000.0
-2.2908,1.533259e-13,1000000.0
-2.2896,1.584635e-13,1000000.0
-2.2884,1.601152e-13,1000000.0
-2.2872,1.754997e-13,1000000.0
-2.2860,1.702957e-13,1000000.0
-2.2848,1.555443e-13,1000000.0
-2.2836,1.921557e-13,1000000.0
-2.2824,1.806788e-13,1000000.0
-2.2812,1.879429e-13,1000000.0
-2.2800,1.720819e-13,1000000.0
-2.2788,1.762099e-13,1000000.0
-2.2776,1.955287e-13,1000000.0
-2.2764,1.915167e-13,1000000.0
-2.2752,1.885102e-13,1000000.0
-2.2740,2.278928e-13,1000000.0
-2.2728,2.088411e-13,1000000.0
-2.2716,2.203075e-13,1000000.0
-2.2704,2.215994e-13,1000000.0
-2.2692,2.046036e-13,1000000.0
-2.2680,2.208973e-13,1000000.0
-2.2668,2.364181e-13,1000000.0
-2.2656,2.451381e-13,1000000.0
-2.2644,2.404307e-13,1000000.0
-2.2632,2.333621e-13,1000000.0
-2.2620,2.537636e-13,1000000.0
-2.2608,2.642455e-13,1000000.0
-2.2596,2.667583e-13,1000000.0
-2.2584,2.676155e-13,1000000.0
-2.2572,2.553182e-13,1000000.0
-2.2560,2.383607e-13,1000000.0
-2.2548,2.822719e-13,1000000.0
-2.2536,2.823858e-13,1000000.0
-2.2524,2.896984e-13,1000000.0
-2.2512,2.770786e-13,1000000.0
-2.2500,2.937236e-13,1000000.0
-2.2488,3.111798e-13,1000000.0
-2.2476,2.993417e-13,1000000.0
-2.2464,3.212129e-13,1000000.0
-2.2452,3.111390e-13,1000000.0
-2.2440,3.337169e-13,1000000.0
-2.2428,3.153022e-13,1000000.0
-2.2416,3.249808e-13,1000000.0
-2.2404,3.276381e-13,1000000.0
-2.2392,3.587270e-13,1000000.0
-2.2380,3.446630e-13,1000000.0
-2.2368,3.518527e-13,1000000.0
-2.2356,3.628582e-13,1000000.0
-2.2344,3.492308e-13,1000000.0
-2.2332,3.500057e-13,1000000.0
-2.2320,3.630968e-13,1000000.0
-2.2308,3.750550e-13,1000000.0
-2.2296,3.667385e-13,1000000.0
-2.2284,3.806673e-13,1000000.0
-2.2272,3.767805e-13,1000000.0
-2.2260,3.931059e-13,1000000.0
-2.2248,3.921196e-13,1000000.0
-2.2236,3.910633e-13,1000000.0
-2.2224,4.050563e-13,1000000.0
-2.2212,4.069187e-13,1000000.0
-2.2200,3.989581e-13,1000000.0
-2.2188,4.196022e-13,1000000.0
-2.2176,4.212697e-13,1000000.0
-2.2164,4.350102e-13,1000000.0
-2.2152,4.498089e-13,1000000.0
-2.2140,4.232527e-13,1000000.0
-2.2128,4.339765e-13,1000000.0
-2.2116,4.357514e-13,1000000.0
-2.2104,4.563316e-13,1000000.0
-2.2092,4.627773e-13,1000000.0
-2.2080,4.704693e-13,1000000.0
-2.2068,4.862406e-13,1000000.0
-2.2056,4.831172e-13,1000000.0
-2.2044,4.739256e-13,1000000.0
-2.2032,4.881043e-13,1000000.0
-2.2020,4.898081e-13,1000000.0
-2.2008,4.839344e-13,1000000.0
-2.1996,5.237322e-13,1000000.0
-2.1984,5.105553e-13,1000000.0
-2.1972,5.207979e-13,1000000.0
-2.1960,5.125584e-13,1000000.0
-2.1948,5.179507e-13,1000000.0
-2.1936,5.279917e-13,1000000.0
-2.1924,5.361116e-13,1000000.0
-2.1912,5.218223e-13,1000000.0
-2.1900,5.424182e-13,1000000.0
-2.1888,5.596111e-13,1000000.0
-2.1876,5.604275e-13,1000000.0
-2.1864,5.758697e-13,1000000.0
-2.1852,5.613686e-13,1000000.0
-2.1840,5.864656e-13,1000000.0
-2.1828,5.916290e-13,1000000.0
-2.1816,5.698550e-13,1000000.0
-2.1804,5.911133e-13,1000000.0
-2.1792,5.922411e-13,1000000.0
-2.1780,6.046142e-13,1000000.0
-2.1768,6.167494e-13,1000000.0
-2.1756,6.046470e-13,1000000.0
-2.1744,6.060765e-13,1000000.0
-2.1732,6.303536e-13,1000000.0
-2.1720,6.556678e-13,1000000.0
-2.1708,6.247817e-13,1000000.0
-2.1696,6.647641e-13,1000000.0
-2.1684,6.573518e-13,1000000.0
-2.1672,6.523030e-13,1000000.0
-2.1660,6.581447e-13,1000000.0
-2.1648,6.560364e-13,1000000.0
-2.1636,6.621650e-13,1000000.0
